Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200717:2330,51.64,15.79,29.82,2.28,0.0
20200718:0030,16.91,5.12,29.0,1.72,0.0
20200718:0130,0.0,0.0,27.54,1.86,0.0
20200718:0230,0.0,0.0,25.94,2.0,0.0
20200718:0330,0.0,0.0,24.43,1.93,0.0
20200718:0430,0.0,0.0,23.2,1.79,0.0
20200718:0530,0.0,0.0,22.23,1.66,0.0
20200718:0630,0.0,0.0,21.64,1.52,0.0
20200718:0730,0.0,0.0,21.71,2.41,0.0
20200718:0830,0.0,0.0,21.6,2.48,0.0
20200718:0930,0.0,0.0,21.38,2.41,0.0
20200718:1030,7.85,1.59,21.09,2.21,0.0
20200718:1130,37.88,11.94,20.91,1.79,0.0
20200718:1230,177.81,22.85,22.82,1.45,0.0
20200718:1330,395.71,34.02,25.3,2.0,0.0
20200718:1430,605.02,45.13,27.49,3.03,0.0
20200718:1530,777.39,55.69,29.1,4.21,0.0
20200718:1630,889.89,64.59,30.3,4.62,0.0
20200718:1730,914.95,69.27,31.38,4.48,0.0
20200718:1830,858.84,66.89,32.21,4.21,0.0
20200718:1930,799.93,59.08,32.51,4.48,0.0
20200718:2030,659.72,48.92,32.87,4.55,0.0
20200718:2130,466.27,37.92,32.93,4.41,0.0
20200718:2230,249.21,26.73,32.74,4.48,0.0
20200718:2330,55.38,15.7,32.32,4.34,0.0
20200719:0030,18.23,5.01,31.28,3.72,0.0
20200719:0130,0.0,0.0,29.85,3.72,0.0
20200719:0230,0.0,0.0,28.92,4.07,0.0
20200719:0330,0.0,0.0,28.19,4.21,0.0
20200719:0430,0.0,0.0,27.61,4.14,0.0
20200719:0530,0.0,0.0,27.13,4.07,0.0
20200719:0630,0.0,0.0,26.8,4.14,0.0
20200719:0730,0.0,0.0,26.48,4.83,0.0
20200719:0830,0.0,0.0,26.18,4.55,0.0
20200719:0930,0.0,0.0,26.0,4.48,0.0
20200719:1030,8.98,1.45,25.86,4.9,0.0
20200719:1130,52.77,11.81,25.91,5.31,0.0
20200719:1230,151.96,22.72,26.6,4.9,0.0
20200719:1330,269.4,33.89,27.34,5.59,0.0
20200719:1430,428.86,45.01,28.13,6.14,0.0
20200719:1530,574.97,55.55,29.31,6.28,0.0
20200719:1630,662.47,64.43,30.64,6.55,0.0
20200719:1730,527.61,69.09,31.5,7.59,0.0
20200719:1830,404.18,66.74,29.73,6.34,0.0
20200719:1930,424.45,58.96,29.89,5.86,0.0
20200719:2030,227.78,48.82,29.39,6.28,0.0
20200719:2130,89.36,37.83,27.87,5.86,0.0
20200719:2230,83.44,26.64,27.47,5.31,0.0
20200719:2330,64.85,15.6,27.77,4.76,0.0
20200720:0030,13.85,4.9,27.8,5.93,0.0
20200720:0130,0.0,0.0,26.98,5.72,0.0
20200720:0230,0.0,0.0,26.47,4.97,0.0
20200720:0330,0.0,0.0,25.9,4.76,0.0
20200720:0430,0.0,0.0,25.1,4.48,0.0
20200720:0530,0.0,0.0,24.1,3.66,0.0
20200720:0630,0.0,0.0,23.11,2.9,0.0
20200720:0730,0.0,0.0,21.92,3.17,0.0
20200720:0830,0.0,0.0,21.58,3.24,0.0
20200720:0930,0.0,0.0,21.24,3.31,0.0
20200720:1030,8.65,1.31,20.91,3.03,0.0
20200720:1130,39.69,11.68,20.72,2.55,0.0
20200720:1230,178.53,22.6,21.97,2.41,0.0
20200720:1330,386.73,33.77,23.78,2.41,0.0
20200720:1430,574.39,44.88,25.53,1.86,0.0
20200720:1530,744.79,55.41,26.84,1.66,0.0
20200720:1630,859.63,64.27,27.91,2.83,0.0
20200720:1730,770.78,68.91,28.81,4.0,0.0
20200720:1830,618.79,66.58,29.06,4.69,0.0
20200720:1930,566.75,58.83,28.58,4.97,0.0
20200720:2030,513.12,48.71,28.69,4.55,0.0
20200720:2130,404.31,37.73,28.78,4.28,0.0
20200720:2230,226.61,26.54,28.83,3.93,0.0
20200720:2330,73.41,15.5,28.64,3.72,0.0
20200721:0030,21.9,4.78,27.85,2.41,0.0
20200721:0130,0.0,0.0,26.67,2.21,0.0
20200721:0230,0.0,0.0,25.63,2.21,0.0
20200721:0330,0.0,0.0,24.68,2.48,0.0
20200721:0430,0.0,0.0,23.91,2.69,0.0
20200721:0530,0.0,0.0,23.55,2.55,0.0
20200721:0630,0.0,0.0,23.31,2.48,0.0
20200721:0730,0.0,0.0,21.95,2.28,0.0
20200721:0830,0.0,0.0,21.75,2.21,0.0
20200721:0930,0.0,0.0,21.35,1.86,0.0
20200721:1030,6.84,1.17,21.28,1.86,0.0
20200721:1130,46.61,11.55,21.33,2.07,0.0
20200721:1230,142.99,22.47,22.29,2.28,0.0
20200721:1330,200.33,33.65,23.25,2.14,0.0
20200721:1430,385.67,44.75,23.82,1.79,0.0
20200721:1530,600.17,55.27,24.77,1.38,0.0
20200721:1630,710.57,64.1,25.89,0.97,0.0
20200721:1730,865.89,68.72,26.8,0.76,0.0
20200721:1830,821.0,66.41,27.97,0.21,0.0
20200721:1930,685.94,58.7,28.63,0.76,0.0
20200721:2030,594.71,48.6,28.92,0.55,0.0
20200721:2130,389.76,37.63,29.19,0.14,0.0
20200721:2230,205.55,26.44,29.18,0.48,0.0
20200721:2330,68.6,15.39,28.64,1.66,0.0
20200722:0030,18.6,4.66,27.75,2.34,0.0
20200722:0130,0.0,0.0,26.58,2.83,0.0
20200722:0230,0.0,0.0,25.64,3.1,0.0
20200722:0330,0.0,0.0,24.96,3.24,0.0
20200722:0430,0.0,0.0,24.52,3.03,0.0
20200722:0530,0.0,0.0,24.19,2.48,0.0
20200722:0630,0.0,0.0,23.12,2.62,0.0
20200722:0730,0.0,0.0,22.46,2.9,0.0
20200722:0830,0.0,0.0,21.95,2.83,0.0
20200722:0930,0.0,0.0,21.84,2.97,0.0
20200722:1030,3.38,1.02,21.75,3.38,0.0
20200722:1130,14.85,11.41,21.78,3.59,0.0
20200722:1230,38.42,22.34,21.96,3.93,0.0
20200722:1330,114.95,33.52,22.41,4.07,0.0
20200722:1430,159.42,44.62,23.2,4.55,0.0
20200722:1530,341.94,55.13,23.81,4.83,0.0
20200722:1630,453.06,63.93,25.08,5.17,0.0
20200722:1730,461.87,68.52,26.17,5.1,0.0
20200722:1830,517.75,66.23,25.69,5.24,0.0
20200722:1930,414.27,58.56,27.3,5.17,0.0
20200722:2030,460.25,48.48,26.9,4.76,0.0
20200722:2130,236.78,37.52,26.15,4.07,0.0
20200722:2230,178.6,26.33,25.79,3.38,0.0
20200722:2330,52.97,15.28,25.78,3.52,0.0
20200723:0030,13.85,4.53,25.43,3.52,0.0
20200723:0130,0.0,0.0,24.57,2.76,0.0
20200723:0230,0.0,0.0,23.93,2.28,0.0
20200723:0330,0.0,0.0,23.68,2.55,0.0
20200723:0430,0.0,0.0,23.24,2.83,0.0
20200723:0530,0.0,0.0,23.1,2.83,0.0
20200723:0630,0.0,0.0,22.92,2.62,0.0
20200723:0730,0.0,0.0,22.87,2.0,0.0
20200723:0830,0.0,0.0,22.42,1.79,0.0
20200723:0930,0.0,0.0,22.01,1.66,0.0
20200723:1030,6.24,0.88,21.6,1.38,0.0
20200723:1130,38.92,11.28,21.27,0.97,0.0
20200723:1230,151.89,22.21,22.72,0.62,0.0
20200723:1330,342.74,33.39,23.88,0.48,0.0
20200723:1430,467.58,44.49,25.2,0.62,0.0
20200723:1530,632.79,54.98,26.15,1.1,0.0
20200723:1630,676.34,63.75,26.9,1.1,0.0
20200723:1730,651.92,68.32,27.12,1.52,0.0
20200723:1830,617.11,66.05,26.97,1.72,0.0
20200723:1930,661.12,58.42,26.69,2.76,0.0
20200723:2030,474.89,48.36,26.98,3.1,0.0
20200723:2130,324.59,37.4,26.85,3.31,0.0
20200723:2230,187.03,26.21,26.64,3.24,0.0
20200723:2330,49.81,15.16,26.31,3.52,0.0
20200724:0030,11.39,4.39,25.5,3.24,0.0
20200724:0130,0.0,0.0,24.68,3.38,0.0
20200724:0230,0.0,0.0,24.14,3.52,0.0
20200724:0330,0.0,0.0,23.45,3.45,0.0
20200724:0430,0.0,0.0,22.93,3.17,0.0
20200724:0530,0.0,0.0,22.28,2.76,0.0
20200724:0630,0.0,0.0,22.09,2.55,0.0
20200724:0730,0.0,0.0,21.2,2.69,0.0
20200724:0830,0.0,0.0,20.59,2.83,0.0
20200724:0930,0.0,0.0,20.19,2.83,0.0
20200724:1030,5.96,0.73,19.74,2.83,0.0
20200724:1130,37.48,11.14,19.65,2.76,0.0
20200724:1230,160.9,22.08,20.23,2.83,0.0
20200724:1330,345.51,33.26,21.48,2.62,0.0
20200724:1430,592.93,44.35,22.83,2.48,0.0
20200724:1530,734.34,54.83,24.25,2.41,0.0
20200724:1630,860.48,63.57,25.34,2.34,0.0
20200724:1730,917.16,68.12,26.34,2.28,0.0
20200724:1830,891.72,65.87,27.01,2.14,0.0
20200724:1930,766.45,58.26,27.48,2.07,0.0
20200724:2030,638.64,48.23,27.75,2.14,0.0
20200724:2130,462.27,37.28,27.88,2.07,0.0
20200724:2230,246.11,26.09,27.71,2.0,0.0
20200724:2330,55.11,15.03,27.34,1.66,0.0
20200725:0030,14.41,4.25,26.53,1.31,0.0
20200725:0130,0.0,0.0,25.04,1.93,0.0
20200725:0230,0.0,0.0,23.6,2.41,0.0
20200725:0330,0.0,0.0,22.64,2.55,0.0
20200725:0430,0.0,0.0,21.88,2.28,0.0
20200725:0530,0.0,0.0,21.28,2.0,0.0
20200725:0630,0.0,0.0,20.47,1.72,0.0
20200725:0730,0.0,0.0,20.1,1.31,0.0
20200725:0830,0.0,0.0,19.48,1.31,0.0
20200725:0930,0.0,0.0,18.83,1.38,0.0
20200725:1030,5.8,0.58,19.17,1.03,0.0
20200725:1130,38.0,11.0,20.09,0.48,0.0
20200725:1230,167.01,21.95,21.02,0.21,0.0
20200725:1330,380.22,33.13,23.35,0.14,0.0
20200725:1430,573.67,44.21,25.16,1.1,0.0
20200725:1530,774.1,54.67,26.45,1.59,0.0
20200725:1630,790.43,63.39,27.45,0.69,0.0
20200725:1730,681.77,67.91,28.24,1.1,0.0
20200725:1830,826.79,65.68,28.7,1.31,0.0
20200725:1930,561.24,58.11,28.89,0.21,0.0
20200725:2030,598.77,48.09,28.88,0.14,0.0
20200725:2130,406.09,37.16,29.38,0.55,0.0
20200725:2230,254.18,25.97,29.36,0.76,0.0
20200725:2330,53.89,14.9,29.29,0.76,0.0
20200726:0030,15.94,4.11,28.61,0.48,0.0
20200726:0130,0.0,0.0,26.54,0.97,0.0
20200726:0230,0.0,0.0,24.81,1.79,0.0
20200726:0330,0.0,0.0,23.89,2.55,0.0
20200726:0430,0.0,0.0,23.14,2.62,0.0
20200726:0530,0.0,0.0,22.54,2.62,0.0
20200726:0630,0.0,0.0,22.04,2.69,0.0
20200726:0730,0.0,0.0,22.02,2.07,0.0
20200726:0830,0.0,0.0,21.67,2.14,0.0
20200726:0930,0.0,0.0,21.31,2.21,0.0
20200726:1030,5.55,0.42,21.08,2.28,0.0
20200726:1130,36.83,10.85,21.01,2.28,0.0
20200726:1230,173.86,21.81,22.67,2.14,0.0
20200726:1330,396.8,32.99,25.16,2.48,0.0
20200726:1430,608.31,44.07,27.18,3.24,0.0
20200726:1530,747.92,54.51,28.42,3.93,0.0
20200726:1630,904.25,63.2,29.45,3.59,0.0
20200726:1730,957.07,67.69,30.53,3.38,0.0
20200726:1830,760.05,65.48,31.43,3.59,0.0
20200726:1930,664.76,57.94,31.7,3.52,0.0
20200726:2030,533.17,47.95,31.87,3.52,0.0
20200726:2130,438.91,37.03,32.06,3.79,0.0
20200726:2230,249.76,25.84,32.16,4.14,0.0
20200726:2330,51.88,14.77,31.94,4.0,0.0
20200727:0030,12.88,3.96,30.97,3.31,0.0
20200727:0130,0.0,0.0,29.35,3.31,0.0
20200727:0230,0.0,0.0,28.24,3.72,0.0
20200727:0330,0.0,0.0,27.63,4.28,0.0
20200727:0430,0.0,0.0,27.16,4.41,0.0
20200727:0530,0.0,0.0,26.83,4.41,0.0
20200727:0630,0.0,0.0,26.49,4.41,0.0
20200727:0730,0.0,0.0,26.49,5.24,0.0
20200727:0830,0.0,0.0,26.23,5.1,0.0
20200727:0930,0.0,0.0,25.87,4.83,0.0
20200727:1030,5.19,0.26,25.47,4.48,0.0
20200727:1130,34.98,10.71,25.07,4.62,0.0
20200727:1230,143.09,21.67,25.35,4.41,0.0
20200727:1330,291.19,32.86,26.23,6.07,0.0
20200727:1430,346.82,43.93,27.18,5.86,0.0
20200727:1530,535.37,54.35,27.78,5.24,0.0
20200727:1630,592.69,63.01,28.78,4.97,0.0
20200727:1730,758.9,67.47,29.49,5.03,0.0
20200727:1830,633.06,65.27,30.44,4.83,0.0
20200727:1930,448.29,57.77,28.64,4.69,0.0
20200727:2030,213.85,47.81,26.32,4.76,0.0
20200727:2130,93.03,36.89,24.86,3.66,0.0
20200727:2230,128.71,25.7,24.59,3.03,0.0
20200727:2330,53.14,14.62,25.08,3.17,0.0
20200728:0030,6.32,3.8,24.79,3.31,0.0
20200728:0130,0.0,0.0,24.37,3.66,0.0
20200728:0230,0.0,0.0,24.04,3.93,0.0
20200728:0330,0.0,0.0,23.6,3.86,0.0
20200728:0430,0.0,0.0,23.02,3.66,0.0
20200728:0530,0.0,0.0,22.08,3.38,0.0
20200728:0630,0.0,0.0,21.06,3.1,0.0
20200728:0730,0.0,0.0,20.48,3.17,0.0
20200728:0830,0.0,0.0,19.93,3.03,0.0
20200728:0930,0.0,0.0,19.32,2.9,0.0
20200728:1030,5.15,0.11,18.87,2.76,0.0
20200728:1130,34.98,10.56,18.72,2.55,0.0
20200728:1230,180.86,21.53,19.96,2.28,0.0
20200728:1330,406.8,32.72,21.96,2.55,0.0
20200728:1430,622.71,43.78,23.85,2.76,0.0
20200728:1530,803.95,54.19,25.61,2.9,0.0
20200728:1630,900.49,62.81,27.09,3.79,0.0
20200728:1730,824.81,67.24,27.86,4.41,0.0
20200728:1830,707.2,65.06,28.1,4.69,0.0
20200728:1930,732.24,57.6,28.34,5.24,0.0
20200728:2030,487.37,47.65,28.78,5.24,0.0
20200728:2130,409.0,36.75,28.61,5.1,0.0
20200728:2230,237.37,25.56,28.54,5.1,0.0
20200728:2330,51.73,14.48,27.97,4.14,0.0
20200729:0030,12.68,3.64,26.88,3.79,0.0
20200729:0130,0.0,0.0,25.4,3.59,0.0
20200729:0230,0.0,0.0,24.38,3.31,0.0
20200729:0330,0.0,0.0,23.6,3.1,0.0
20200729:0430,0.0,0.0,22.89,2.9,0.0
20200729:0530,0.0,0.0,22.27,2.97,0.0
20200729:0630,0.0,0.0,21.99,3.17,0.0
20200729:0730,0.0,0.0,22.2,3.72,0.0
20200729:0830,0.0,0.0,22.05,3.66,0.0
20200729:0930,0.0,0.0,21.85,3.59,0.0
20200729:1030,0.0,-0.05,21.49,3.66,0.0
20200729:1130,39.05,10.42,21.53,3.59,0.0
20200729:1230,155.55,21.39,22.27,3.31,0.0
20200729:1330,305.19,32.58,23.54,3.86,0.0
20200729:1430,412.36,43.64,24.6,4.34,0.0
20200729:1530,542.8,54.03,25.61,4.48,0.0
20200729:1630,644.84,62.61,26.83,4.97,0.0
20200729:1730,724.55,67.01,27.81,5.38,0.0
20200729:1830,639.15,64.84,28.44,5.59,0.0
20200729:1930,698.67,57.42,28.71,4.55,0.0
20200729:2030,548.54,47.5,29.81,4.97,0.0
20200729:2130,346.6,36.6,30.13,5.93,0.0
20200729:2230,180.59,25.41,28.59,5.31,0.0
20200729:2330,47.29,14.33,27.92,3.52,0.0
20200730:0030,10.83,3.47,27.13,3.1,0.0
20200730:0130,0.0,0.0,25.97,2.62,0.0
20200730:0230,0.0,0.0,24.97,2.62,0.0
20200730:0330,0.0,0.0,24.63,2.83,0.0
20200730:0430,0.0,0.0,24.15,2.48,0.0
20200730:0530,0.0,0.0,23.73,2.55,0.0
20200730:0630,0.0,0.0,23.24,2.62,0.0
20200730:0730,0.0,0.0,22.97,2.41,0.0
20200730:0830,0.0,0.0,22.5,2.34,0.0
20200730:0930,0.0,0.0,22.16,2.28,0.0
20200730:1030,0.0,-0.22,21.91,2.0,0.0
20200730:1130,43.39,10.27,21.74,1.79,0.0
20200730:1230,90.01,21.25,22.06,1.72,0.0
20200730:1330,144.25,32.44,22.63,2.14,0.0
20200730:1430,217.79,43.49,23.22,2.55,0.0
20200730:1530,262.32,53.86,23.95,2.97,0.0
20200730:1630,355.48,62.41,24.35,3.24,0.0
20200730:1730,508.92,66.78,24.93,3.38,0.0
20200730:1830,675.98,64.62,25.53,3.52,0.0
20200730:1930,469.3,57.23,26.38,3.31,0.0
20200730:2030,465.45,47.33,26.26,3.66,0.0
20200730:2130,311.86,36.45,26.22,3.86,0.0
20200730:2230,174.55,25.26,25.8,3.79,0.0
20200730:2330,74.44,14.17,25.31,3.66,0.0
20200731:0030,13.81,3.3,24.64,3.31,0.0
20200731:0130,0.0,0.0,23.91,3.66,0.0
20200731:0230,0.0,0.0,23.4,4.41,0.0
20200731:0330,0.0,0.0,23.08,4.83,0.0
20200731:0430,0.0,0.0,22.55,4.69,0.0
20200731:0530,0.0,0.0,21.95,4.69,0.0
20200731:0630,0.0,0.0,21.19,4.76,0.0
20200731:0730,0.0,0.0,20.53,3.79,0.0
20200731:0830,0.0,0.0,19.84,3.86,0.0
20200731:0930,0.0,0.0,19.07,4.0,0.0
20200731:1030,0.0,-0.38,18.36,3.79,0.0
20200731:1130,34.3,10.11,18.0,3.45,0.0
20200731:1230,181.18,21.11,18.87,3.59,0.0
20200731:1330,360.07,32.3,20.32,4.07,0.0
20200731:1430,614.85,43.34,21.67,4.0,0.0
20200731:1530,744.05,53.69,23.13,3.93,0.0
20200731:1630,904.84,62.2,24.24,3.86,0.0
20200731:1730,949.74,66.54,25.36,3.66,0.0
20200731:1830,731.67,64.39,26.15,3.59,0.0
20200731:1930,541.05,57.03,26.48,3.59,0.0
20200731:2030,468.75,47.16,26.5,3.38,0.0
20200731:2130,326.32,36.29,26.38,3.38,0.0
20200731:2230,229.31,25.1,26.0,3.31,0.0
20200731:2330,77.21,14.01,25.76,2.9,0.0
20200801:0030,16.14,3.12,25.03,1.93,0.0
20200801:0130,0.0,0.0,24.0,1.72,0.0
20200801:0230,0.0,0.0,23.27,1.86,0.0
20200801:0330,0.0,0.0,22.6,2.41,0.0
20200801:0430,0.0,0.0,22.1,2.83,0.0
20200801:0530,0.0,0.0,21.81,3.03,0.0
20200801:0630,0.0,0.0,21.49,3.1,0.0
20200801:0730,0.0,0.0,21.46,2.76,0.0
20200801:0830,0.0,0.0,21.38,2.76,0.0
20200801:0930,0.0,0.0,21.26,2.76,0.0
20200801:1030,0.0,-0.54,21.08,2.9,0.0
20200801:1130,43.39,9.96,21.17,2.69,0.0
20200801:1230,90.82,20.96,21.91,2.34,0.0
20200801:1330,171.68,32.15,22.91,2.48,0.0
20200801:1430,292.58,43.19,23.97,2.9,0.0
20200801:1530,302.83,53.51,24.49,3.31,0.0
20200801:1630,245.38,61.99,24.35,3.17,0.0
20200801:1730,248.9,66.29,23.8,3.59,0.0
20200801:1830,391.07,64.15,23.26,3.59,0.0
20200801:1930,310.44,56.83,23.33,4.14,0.0
20200801:2030,142.19,46.99,23.13,4.07,0.0
20200801:2130,107.36,36.12,22.74,3.72,0.0
20200801:2230,99.32,24.94,22.04,3.38,0.0
20200801:2330,31.89,13.84,22.02,3.24,0.0
20200802:0030,6.16,2.94,21.95,3.24,0.0
20200802:0130,0.0,0.0,21.76,3.31,0.0
20200802:0230,0.0,0.0,21.73,3.1,0.0
20200802:0330,0.0,0.0,21.54,2.69,0.0
20200802:0430,0.0,0.0,21.23,2.55,0.0
20200802:0530,0.0,0.0,21.01,2.34,0.0
20200802:0630,0.0,0.0,21.01,2.41,0.0
20200802:0730,0.0,0.0,20.54,1.52,0.0
20200802:0830,0.0,0.0,20.42,1.31,0.0
20200802:0930,0.0,0.0,20.22,1.52,0.0
20200802:1030,0.0,-0.71,20.14,1.59,0.0
20200802:1130,8.9,9.81,20.1,1.52,0.0
20200802:1230,34.62,20.82,20.18,1.93,0.0
20200802:1330,35.76,32.01,20.3,3.03,0.0
20200802:1430,66.32,43.03,20.23,4.21,0.0
20200802:1530,102.98,53.34,20.23,4.83,0.0
20200802:1630,95.39,61.77,20.16,5.38,0.0
20200802:1730,119.69,66.04,20.18,5.03,0.0
20200802:1830,122.8,63.91,20.3,4.76,0.0
20200802:1930,142.34,56.63,20.27,4.9,0.0
20200802:2030,168.78,46.8,20.84,4.55,0.0
20200802:2130,118.37,35.95,21.43,4.28,0.0
20200802:2230,109.48,24.77,21.76,3.93,0.0
20200802:2330,51.96,13.67,22.22,3.52,0.0
20200803:0030,9.5,2.75,22.21,2.48,0.0
20200803:0130,0.0,0.0,21.36,2.14,0.0
20200803:0230,0.0,0.0,20.58,1.93,0.0
20200803:0330,0.0,0.0,19.85,1.72,0.0
20200803:0430,0.0,0.0,19.08,1.31,0.0
20200803:0530,0.0,0.0,18.94,1.72,0.0
20200803:0630,0.0,0.0,18.85,1.93,0.0
20200803:0730,0.0,0.0,19.07,2.48,0.0
20200803:0830,0.0,0.0,18.91,2.34,0.0
20200803:0930,0.0,0.0,18.73,2.14,0.0
20200803:1030,0.0,-0.88,18.45,2.21,0.0
20200803:1130,33.09,9.65,18.25,2.41,0.0
20200803:1230,162.65,20.67,19.07,2.62,0.0
20200803:1330,379.22,31.86,20.72,3.1,0.0
20200803:1430,555.72,42.88,22.36,3.24,0.0
20200803:1530,742.98,53.16,23.61,3.31,0.0
20200803:1630,868.78,61.56,24.79,3.45,0.0
20200803:1730,775.85,65.78,25.63,3.59,0.0
20200803:1830,577.44,63.67,26.16,3.66,0.0
20200803:1930,604.52,56.41,25.61,3.45,0.0
20200803:2030,601.22,46.62,25.66,3.45,0.0
20200803:2130,368.34,35.78,25.62,3.17,0.0
20200803:2230,143.99,24.6,25.14,2.69,0.0
20200803:2330,62.79,13.49,24.56,1.86,0.0
20200804:0030,9.02,2.56,23.78,1.72,0.0
20200804:0130,0.0,0.0,22.72,1.79,0.0
20200804:0230,0.0,0.0,21.75,1.59,0.0
20200804:0330,0.0,0.0,20.96,1.79,0.0
20200804:0430,0.0,0.0,20.4,2.41,0.0
20200804:0530,0.0,0.0,19.9,2.9,0.0
20200804:0630,0.0,0.0,19.31,3.31,0.0
20200804:0730,0.0,0.0,19.46,3.59,0.0
20200804:0830,0.0,0.0,19.23,3.31,0.0
20200804:0930,0.0,0.0,18.72,3.59,0.0
20200804:1030,0.0,-1.05,18.45,3.86,0.0
20200804:1130,31.36,9.5,18.18,3.93,0.0
20200804:1230,97.82,20.52,18.21,4.21,0.0
20200804:1330,210.41,31.71,18.47,4.21,0.0
20200804:1430,313.55,42.72,19.33,4.48,0.0
20200804:1530,541.56,52.98,20.21,4.0,0.0
20200804:1630,764.37,61.33,20.87,3.86,0.0
20200804:1730,643.45,65.52,21.68,3.86,0.0
20200804:1830,548.97,63.42,21.86,4.0,0.0
20200804:1930,632.24,56.2,21.39,4.28,0.0
20200804:2030,596.17,46.42,21.91,4.41,0.0
20200804:2130,390.86,35.59,22.38,4.41,0.0
20200804:2230,195.04,24.42,22.29,4.41,0.0
20200804:2330,44.26,13.3,21.77,4.14,0.0
20200805:0030,8.05,2.36,21.22,3.17,0.0
20200805:0130,0.0,0.0,20.16,2.55,0.0
20200805:0230,0.0,0.0,19.3,2.34,0.0
20200805:0330,0.0,0.0,18.5,2.07,0.0
20200805:0430,0.0,0.0,17.64,1.79,0.0
20200805:0530,0.0,0.0,16.65,1.59,0.0
20200805:0630,0.0,0.0,15.96,1.38,0.0
20200805:0730,0.0,0.0,15.37,2.21,0.0
20200805:0830,0.0,0.0,14.98,2.28,0.0
20200805:0930,0.0,0.0,14.63,2.55,0.0
20200805:1030,0.0,-1.22,14.31,2.48,0.0
20200805:1130,32.44,9.34,14.13,2.21,0.0
20200805:1230,180.92,20.37,15.1,1.79,0.0
20200805:1330,413.06,31.56,16.99,1.79,0.0
20200805:1430,637.79,42.56,18.57,1.79,0.0
20200805:1530,793.37,52.79,19.89,1.86,0.0
20200805:1630,795.92,61.11,20.91,1.66,0.0
20200805:1730,764.29,65.26,21.67,1.66,0.0
20200805:1830,653.51,63.16,22.1,1.86,0.0
20200805:1930,609.32,55.97,22.43,1.45,0.0
20200805:2030,430.54,46.22,22.61,1.24,0.0
20200805:2130,320.21,35.41,22.62,1.31,0.0
20200805:2230,198.59,24.24,22.55,1.38,0.0
20200805:2330,61.68,13.12,22.45,1.45,0.0
20200806:0030,10.63,2.15,21.88,0.9,0.0
20200806:0130,0.0,0.0,21.05,0.55,0.0
20200806:0230,0.0,0.0,20.54,0.34,0.0
20200806:0330,0.0,0.0,19.21,0.9,0.0
20200806:0430,0.0,0.0,18.2,1.1,0.0
20200806:0530,0.0,0.0,17.66,1.17,0.0
20200806:0630,0.0,0.0,16.89,1.31,0.0
20200806:0730,0.0,0.0,17.67,0.76,0.0
20200806:0830,0.0,0.0,16.35,1.1,0.0
20200806:0930,0.0,0.0,15.95,1.38,0.0
20200806:1030,0.0,-1.39,15.87,1.24,0.0
20200806:1130,27.81,9.18,15.93,1.17,0.0
20200806:1230,155.55,20.22,16.81,0.9,0.0
20200806:1330,352.73,31.41,19.12,1.1,0.0
20200806:1430,530.43,42.4,20.84,1.38,0.0
20200806:1530,639.72,52.61,21.87,1.93,0.0
20200806:1630,668.95,60.88,22.5,2.48,0.0
20200806:1730,579.01,64.99,22.91,2.62,0.0
20200806:1830,685.87,62.9,23.13,2.62,0.0
20200806:1930,506.09,55.74,23.68,3.17,0.0
20200806:2030,482.19,46.02,23.41,3.1,0.0
20200806:2130,284.17,35.22,23.38,2.83,0.0
20200806:2230,159.27,24.05,23.08,2.14,0.0
20200806:2330,45.64,12.92,22.75,1.72,0.0
20200807:0030,7.85,1.94,22.16,1.24,0.0
20200807:0130,0.0,0.0,21.07,1.31,0.0
20200807:0230,0.0,0.0,20.07,1.59,0.0
20200807:0330,0.0,0.0,18.92,1.66,0.0
20200807:0430,0.0,0.0,18.7,1.17,0.0
20200807:0530,0.0,0.0,19.5,0.83,0.0
20200807:0630,0.0,0.0,16.65,1.59,0.0
20200807:0730,0.0,0.0,16.38,2.14,0.0
20200807:0830,0.0,0.0,16.48,2.34,0.0
20200807:0930,0.0,0.0,16.93,2.41,0.0
20200807:1030,0.0,-1.57,16.75,2.62,0.0
20200807:1130,30.55,9.02,16.65,2.62,0.0
20200807:1230,162.02,20.07,17.7,2.21,0.0
20200807:1330,367.69,31.26,19.8,2.48,0.0
20200807:1430,561.47,42.23,21.56,2.76,0.0
20200807:1530,795.12,52.42,22.95,2.97,0.0
20200807:1630,821.8,60.65,23.99,3.24,0.0
20200807:1730,813.81,64.72,24.66,3.66,0.0
20200807:1830,476.53,62.63,25.03,3.59,0.0
20200807:1930,667.23,55.51,24.38,3.66,0.0
20200807:2030,576.85,45.81,24.75,3.17,0.0
20200807:2130,468.37,35.02,24.83,2.55,0.0
20200807:2230,240.13,23.85,24.81,2.0,0.0
20200807:2330,48.51,12.72,24.51,1.52,0.0
20200808:0030,8.45,1.73,23.73,1.17,0.0
20200808:0130,0.0,0.0,22.18,1.66,0.0
20200808:0230,0.0,0.0,20.73,2.21,0.0
20200808:0330,0.0,0.0,19.74,2.28,0.0
20200808:0430,0.0,0.0,18.84,2.07,0.0
20200808:0530,0.0,0.0,17.74,1.72,0.0
20200808:0630,0.0,0.0,17.24,1.31,0.0
20200808:0730,0.0,0.0,16.4,1.45,0.0
20200808:0830,0.0,0.0,16.0,1.52,0.0
