Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200914:0630,0.0,0.0,0.0,0.0,16.68,2.97,0.0
20200914:0730,0.0,0.0,0.0,0.0,15.86,2.76,0.0
20200914:0830,0.0,0.0,0.0,0.0,15.54,2.76,0.0
20200914:0930,0.0,0.0,0.0,0.0,15.27,2.9,0.0
20200914:1030,0.0,0.0,0.0,0.0,15.1,2.97,0.0
20200914:1130,0.0,9.89,0.37,2.41,14.91,2.9,0.0
20200914:1230,125.67,55.52,4.99,13.59,15.14,2.76,0.0
20200914:1330,322.1,91.65,10.33,24.5,16.57,3.31,0.0
20200914:1430,541.0,108.35,15.58,34.67,17.8,3.86,0.0
20200914:1530,650.33,150.44,19.01,43.4,18.63,3.93,0.0
20200914:1630,775.14,151.94,21.79,49.57,19.31,3.86,0.0
20200914:1730,819.43,131.6,22.26,51.84,19.86,3.66,0.0
20200914:1830,534.37,195.78,17.65,49.51,20.2,3.45,0.0
20200914:1930,456.86,189.56,15.82,43.28,20.1,3.31,0.0
20200914:2030,263.17,209.67,12.3,34.53,20.15,3.03,0.0
20200914:2130,105.44,142.76,7.03,24.34,20.11,2.76,0.0
20200914:2230,53.83,63.02,3.45,13.42,19.72,2.55,0.0
20200914:2330,0.0,9.0,0.34,2.24,19.05,2.14,0.0
20200915:0030,0.0,0.0,0.0,0.0,17.93,2.14,0.0
20200915:0130,0.0,0.0,0.0,0.0,16.97,2.21,0.0
20200915:0230,0.0,0.0,0.0,0.0,16.13,2.28,0.0
20200915:0330,0.0,0.0,0.0,0.0,15.45,2.28,0.0
20200915:0430,0.0,0.0,0.0,0.0,14.84,2.21,0.0
20200915:0530,0.0,0.0,0.0,0.0,14.34,2.28,0.0
20200915:0630,0.0,0.0,0.0,0.0,13.91,2.21,0.0
20200915:0730,0.0,0.0,0.0,0.0,13.19,1.93,0.0
20200915:0830,0.0,0.0,0.0,0.0,12.49,1.79,0.0
20200915:0930,0.0,0.0,0.0,0.0,11.84,1.66,0.0
20200915:1030,0.0,0.0,0.0,0.0,11.38,1.59,0.0
20200915:1130,0.0,10.57,0.36,2.22,11.0,1.52,0.0
20200915:1230,138.46,55.57,5.22,13.4,10.98,1.66,0.0
20200915:1330,357.08,85.87,10.87,24.29,14.11,1.66,0.0
20200915:1430,573.1,103.97,16.08,34.44,16.06,2.28,0.0
20200915:1530,731.96,122.97,20.02,43.12,17.32,2.76,0.0
20200915:1630,848.6,124.57,22.62,49.23,18.43,2.55,0.0
20200915:1730,887.45,124.01,23.46,51.45,19.51,2.55,0.0
20200915:1830,837.8,121.66,22.31,49.11,20.49,2.62,0.0
20200915:1930,728.26,113.63,19.71,42.91,21.06,2.07,0.0
20200915:2030,557.32,100.96,15.65,34.17,21.6,1.93,0.0
20200915:2130,346.07,81.59,10.51,24.0,21.83,1.93,0.0
20200915:2230,132.12,51.36,4.96,13.1,21.71,2.0,0.0
20200915:2330,0.0,8.22,0.31,1.92,20.92,1.66,0.0
20200916:0030,0.0,0.0,0.0,0.0,19.58,2.14,0.0
20200916:0130,0.0,0.0,0.0,0.0,18.08,2.62,0.0
20200916:0230,0.0,0.0,0.0,0.0,17.13,2.9,0.0
20200916:0330,0.0,0.0,0.0,0.0,16.5,3.03,0.0
20200916:0430,0.0,0.0,0.0,0.0,15.98,3.1,0.0
20200916:0530,0.0,0.0,0.0,0.0,15.48,3.17,0.0
20200916:0630,0.0,0.0,0.0,0.0,14.99,3.17,0.0
20200916:0730,0.0,0.0,0.0,0.0,13.76,3.24,0.0
20200916:0830,0.0,0.0,0.0,0.0,13.27,3.38,0.0
20200916:0930,0.0,0.0,0.0,0.0,12.87,3.38,0.0
20200916:1030,0.0,0.0,0.0,0.0,12.54,3.38,0.0
20200916:1130,0.0,9.89,0.34,2.04,12.21,3.31,0.0
20200916:1230,146.48,53.69,5.27,13.21,12.3,3.1,0.0
20200916:1330,368.61,83.54,10.96,24.09,14.07,3.24,0.0
20200916:1430,584.7,101.99,16.16,34.2,16.5,3.59,0.0
20200916:1530,758.49,113.15,20.24,42.83,18.84,3.79,0.0
20200916:1630,862.94,123.3,22.78,48.89,20.91,4.0,0.0
20200916:1730,896.94,125.86,23.58,51.07,22.56,4.28,0.0
20200916:1830,832.14,134.6,22.37,48.72,23.77,4.34,0.0
20200916:1930,712.93,131.07,19.67,42.53,24.43,4.21,0.0
20200916:2030,540.27,115.75,15.51,33.82,24.86,4.55,0.0
20200916:2130,322.76,96.27,10.26,23.66,24.88,4.48,0.0
20200916:2230,124.55,55.7,4.81,12.77,24.43,4.0,0.0
20200916:2330,0.0,8.15,0.31,1.59,23.04,3.52,0.0
20200917:0030,0.0,0.0,0.0,0.0,21.09,3.31,0.0
20200917:0130,0.0,0.0,0.0,0.0,19.81,3.31,0.0
20200917:0230,0.0,0.0,0.0,0.0,19.04,3.17,0.0
20200917:0330,0.0,0.0,0.0,0.0,18.44,2.97,0.0
20200917:0430,0.0,0.0,0.0,0.0,18.22,2.55,0.0
20200917:0530,0.0,0.0,0.0,0.0,18.22,2.21,0.0
20200917:0630,0.0,0.0,0.0,0.0,18.37,2.41,0.0
20200917:0730,0.0,0.0,0.0,0.0,18.4,3.52,0.0
20200917:0830,0.0,0.0,0.0,0.0,17.91,5.03,0.0
20200917:0930,0.0,0.0,0.0,0.0,17.3,5.17,0.0
20200917:1030,0.0,0.0,0.0,0.0,16.81,5.17,0.0
20200917:1130,0.0,4.09,0.14,1.85,16.39,5.1,0.0
20200917:1230,38.02,25.87,1.79,13.02,16.02,4.83,0.0
20200917:1330,52.54,58.56,3.15,23.88,15.84,4.97,0.0
20200917:1430,1.01,79.88,2.76,33.96,15.61,4.9,0.0
20200917:1530,0.0,94.36,3.24,42.55,15.65,4.9,0.0
20200917:1630,0.19,152.23,5.23,48.55,15.88,4.76,0.0
20200917:1730,51.19,274.05,10.31,50.68,16.46,4.62,0.0
20200917:1830,183.23,296.33,13.37,48.32,17.51,4.41,0.0
20200917:1930,337.29,199.47,13.37,42.15,18.53,4.07,0.0
20200917:2030,417.23,126.04,12.97,33.46,18.95,3.86,0.0
20200917:2130,257.92,102.22,8.89,23.33,19.11,3.66,0.0
20200917:2230,110.74,50.1,4.25,12.44,18.92,3.45,0.0
20200917:2330,0.0,7.02,0.27,1.26,18.16,2.69,0.0
20200918:0030,0.0,0.0,0.0,0.0,16.86,2.62,0.0
20200918:0130,0.0,0.0,0.0,0.0,15.75,3.17,0.0
20200918:0230,0.0,0.0,0.0,0.0,15.05,4.14,0.0
20200918:0330,0.0,0.0,0.0,0.0,14.43,4.83,0.0
20200918:0430,0.0,0.0,0.0,0.0,13.59,4.76,0.0
20200918:0530,0.0,0.0,0.0,0.0,12.96,4.76,0.0
20200918:0630,0.0,0.0,0.0,0.0,12.37,4.9,0.0
20200918:0730,0.0,0.0,0.0,0.0,11.91,4.55,0.0
20200918:0830,0.0,0.0,0.0,0.0,11.48,4.83,0.0
20200918:0930,0.0,0.0,0.0,0.0,11.04,5.03,0.0
20200918:1030,0.0,0.0,0.0,0.0,10.73,5.03,0.0
20200918:1130,0.0,8.91,0.31,1.66,10.38,4.97,0.0
20200918:1230,136.34,55.08,4.89,12.83,10.35,4.83,0.0
20200918:1330,359.27,86.79,10.6,23.67,10.88,5.66,0.0
20200918:1430,562.72,109.57,15.6,33.72,11.82,5.93,0.0
20200918:1530,666.65,137.06,18.55,42.26,12.97,5.72,0.0
20200918:1630,776.91,152.98,21.34,48.2,14.09,5.38,0.0
20200918:1730,720.06,204.44,21.41,50.29,15.15,5.31,0.0
20200918:1830,416.84,271.67,16.98,47.92,16.15,5.38,0.0
20200918:1930,531.07,218.16,17.73,41.77,16.38,5.66,0.0
20200918:2030,352.03,194.73,13.35,33.1,16.37,5.79,0.0
20200918:2130,129.86,139.77,7.24,22.99,15.81,5.86,0.0
20200918:2230,59.05,64.55,3.46,12.11,14.9,5.59,0.0
20200918:2330,0.0,6.75,0.25,0.94,13.89,4.9,0.0
20200919:0030,0.0,0.0,0.0,0.0,12.58,4.28,0.0
20200919:0130,0.0,0.0,0.0,0.0,11.69,4.14,0.0
20200919:0230,0.0,0.0,0.0,0.0,10.98,4.0,0.0
20200919:0330,0.0,0.0,0.0,0.0,10.38,3.79,0.0
20200919:0430,0.0,0.0,0.0,0.0,9.84,3.45,0.0
20200919:0530,0.0,0.0,0.0,0.0,9.33,3.1,0.0
20200919:0630,0.0,0.0,0.0,0.0,8.84,2.83,0.0
20200919:0730,0.0,0.0,0.0,0.0,8.34,3.1,0.0
20200919:0830,0.0,0.0,0.0,0.0,8.02,3.1,0.0
20200919:0930,0.0,0.0,0.0,0.0,7.85,3.1,0.0
20200919:1030,0.0,0.0,0.0,0.0,7.75,2.97,0.0
20200919:1130,0.0,8.95,0.31,1.48,7.73,2.97,0.0
20200919:1230,143.94,54.89,4.96,12.64,8.11,2.76,0.0
20200919:1330,345.94,93.92,10.37,23.46,10.13,2.83,0.0
20200919:1430,530.47,127.91,15.24,33.48,12.15,3.31,0.0
20200919:1530,489.22,206.49,16.48,41.97,13.7,3.38,0.0
20200919:1630,561.06,229.07,18.61,47.86,14.55,2.9,0.0
20200919:1730,676.91,229.43,21.02,49.9,15.19,2.55,0.0
20200919:1830,705.08,200.58,20.86,47.52,15.79,2.41,0.0
20200919:1930,698.34,139.36,19.16,41.39,16.27,2.07,0.0
20200919:2030,566.61,103.68,15.42,32.74,16.48,2.34,0.0
20200919:2130,342.93,85.65,10.1,22.65,16.38,2.62,0.0
20200919:2230,127.34,50.52,4.48,11.78,15.83,2.9,0.0
20200919:2330,0.0,5.97,0.23,0.61,14.85,2.83,0.0
20200920:0030,0.0,0.0,0.0,0.0,13.33,2.9,0.0
20200920:0130,0.0,0.0,0.0,0.0,12.45,2.83,0.0
20200920:0230,0.0,0.0,0.0,0.0,11.93,2.62,0.0
20200920:0330,0.0,0.0,0.0,0.0,11.54,2.41,0.0
20200920:0430,0.0,0.0,0.0,0.0,11.04,2.14,0.0
20200920:0530,0.0,0.0,0.0,0.0,10.15,1.86,0.0
20200920:0630,0.0,0.0,0.0,0.0,9.52,1.59,0.0
20200920:0730,0.0,0.0,0.0,0.0,8.85,1.66,0.0
20200920:0830,0.0,0.0,0.0,0.0,9.15,1.38,0.0
20200920:0930,0.0,0.0,0.0,0.0,9.03,1.31,0.0
20200920:1030,0.0,0.0,0.0,0.0,9.11,1.24,0.0
20200920:1130,0.0,8.74,0.3,1.29,9.93,1.03,0.0
20200920:1230,108.25,64.85,4.39,12.44,9.48,0.9,0.0
20200920:1330,308.32,104.15,9.73,23.25,10.96,0.76,0.0
20200920:1430,583.02,106.25,15.71,33.23,13.92,1.52,0.0
20200920:1530,760.04,117.33,19.83,41.68,16.17,3.17,0.0
20200920:1630,870.89,123.51,22.4,47.51,17.25,4.07,0.0
20200920:1730,908.58,125.02,23.26,49.52,17.97,4.41,0.0
20200920:1830,839.42,135.37,22.0,47.13,18.37,4.55,0.0
20200920:1930,746.68,115.05,19.49,41.0,18.18,4.69,0.0
20200920:2030,569.0,102.15,15.3,32.39,18.14,4.55,0.0
20200920:2130,349.16,82.2,10.03,22.3,17.79,4.48,0.0
20200920:2230,127.63,49.5,4.37,11.45,17.02,4.41,0.0
20200920:2330,0.0,5.35,0.2,0.28,15.81,3.86,0.0
20200921:0030,0.0,0.0,0.0,0.0,14.2,3.66,0.0
20200921:0130,0.0,0.0,0.0,0.0,13.4,3.59,0.0
20200921:0230,0.0,0.0,0.0,0.0,13.01,3.52,0.0
20200921:0330,0.0,0.0,0.0,0.0,12.83,3.45,0.0
20200921:0430,0.0,0.0,0.0,0.0,12.68,3.45,0.0
20200921:0530,0.0,0.0,0.0,0.0,12.47,3.31,0.0
20200921:0630,0.0,0.0,0.0,0.0,12.11,3.03,0.0
20200921:0730,0.0,0.0,0.0,0.0,11.47,2.83,0.0
20200921:0830,0.0,0.0,0.0,0.0,10.92,2.69,0.0
20200921:0930,0.0,0.0,0.0,0.0,10.41,2.62,0.0
20200921:1030,0.0,0.0,0.0,0.0,9.99,2.55,0.0
20200921:1130,0.0,7.52,0.28,1.1,9.68,2.55,0.0
20200921:1230,149.25,53.09,4.85,12.25,9.5,2.48,0.0
20200921:1330,371.62,85.6,10.48,23.04,11.34,2.48,0.0
20200921:1430,592.27,102.73,15.69,32.99,13.65,2.83,0.0
20200921:1530,763.22,115.25,19.72,41.38,15.78,2.55,0.0
20200921:1630,870.02,122.28,22.21,47.16,17.72,2.41,0.0
20200921:1730,902.36,124.44,22.97,49.13,19.3,2.48,0.0
20200921:1830,858.2,122.04,21.95,46.73,20.36,2.55,0.0
20200921:1930,741.98,114.37,19.23,40.62,20.83,2.76,0.0
20200921:2030,562.86,101.91,15.04,32.03,20.98,2.83,0.0
20200921:2130,343.27,81.6,9.77,21.96,20.77,2.9,0.0
20200921:2230,123.35,48.35,4.16,11.12,20.19,2.9,0.0
20200921:2330,0.0,0.0,0.0,-0.05,18.81,2.62,0.0
20200922:0030,0.0,0.0,0.0,0.0,16.88,2.9,0.0
20200922:0130,0.0,0.0,0.0,0.0,15.65,2.76,0.0
20200922:0230,0.0,0.0,0.0,0.0,14.79,2.55,0.0
20200922:0330,0.0,0.0,0.0,0.0,14.02,2.34,0.0
20200922:0430,0.0,0.0,0.0,0.0,13.23,2.28,0.0
20200922:0530,0.0,0.0,0.0,0.0,12.46,2.28,0.0
20200922:0630,0.0,0.0,0.0,0.0,11.79,2.28,0.0
20200922:0730,0.0,0.0,0.0,0.0,10.95,2.69,0.0
20200922:0830,0.0,0.0,0.0,0.0,10.49,2.62,0.0
20200922:0930,0.0,0.0,0.0,0.0,10.14,2.48,0.0
20200922:1030,0.0,0.0,0.0,0.0,9.81,2.41,0.0
20200922:1130,0.0,6.67,0.25,0.91,9.52,2.34,0.0
20200922:1230,141.98,52.61,4.59,12.05,9.47,2.21,0.0
20200922:1330,356.48,87.0,10.09,22.82,11.73,2.0,0.0
20200922:1430,572.4,105.1,15.2,32.74,14.76,2.14,0.0
20200922:1530,729.04,125.24,19.09,41.09,17.49,2.14,0.0
20200922:1630,822.88,132.91,21.32,46.81,19.82,2.28,0.0
20200922:1730,881.33,124.41,22.38,48.73,21.47,2.28,0.0
20200922:1830,844.34,117.01,21.4,46.33,22.54,2.07,0.0
20200922:1930,712.1,119.17,18.58,40.24,22.88,1.79,0.0
20200922:2030,524.07,112.81,14.36,31.67,23.21,1.79,0.0
20200922:2130,325.46,81.44,9.28,21.62,23.27,2.0,0.0
20200922:2230,115.63,45.63,3.85,10.79,22.93,2.07,0.0
20200922:2330,0.0,0.0,0.0,-0.37,21.68,2.14,0.0
20200923:0030,0.0,0.0,0.0,0.0,19.45,2.83,0.0
20200923:0130,0.0,0.0,0.0,0.0,17.96,2.97,0.0
20200923:0230,0.0,0.0,0.0,0.0,17.03,2.97,0.0
20200923:0330,0.0,0.0,0.0,0.0,16.25,2.97,0.0
20200923:0430,0.0,0.0,0.0,0.0,15.61,2.83,0.0
20200923:0530,0.0,0.0,0.0,0.0,14.99,2.69,0.0
20200923:0630,0.0,0.0,0.0,0.0,14.38,2.48,0.0
20200923:0730,0.0,0.0,0.0,0.0,13.8,2.69,0.0
20200923:0830,0.0,0.0,0.0,0.0,13.26,2.55,0.0
20200923:0930,0.0,0.0,0.0,0.0,12.83,2.55,0.0
20200923:1030,0.0,0.0,0.0,0.0,12.5,2.48,0.0
20200923:1130,0.0,6.28,0.24,0.72,12.23,2.34,0.0
20200923:1230,139.59,52.36,4.45,11.86,12.18,2.14,0.0
20200923:1330,358.35,83.75,9.93,22.61,14.44,1.79,0.0
20200923:1430,570.2,102.44,14.96,32.49,17.58,2.14,0.0
20200923:1530,724.13,122.78,18.8,40.79,20.32,2.34,0.0
20200923:1630,806.11,137.83,20.95,46.46,22.56,2.14,0.0
20200923:1730,837.44,147.21,21.85,48.34,24.12,2.07,0.0
20200923:1830,662.23,196.81,19.4,45.93,25.12,2.48,0.0
20200923:1930,531.62,201.68,16.78,39.86,25.66,3.52,0.0
20200923:2030,398.94,165.13,13.02,31.31,25.9,3.66,0.0
20200923:2130,195.73,128.22,7.85,21.28,25.81,4.21,0.0
20200923:2230,58.67,63.27,3.19,10.46,25.16,3.45,0.0
20200923:2330,0.0,0.0,0.0,-0.7,23.61,2.69,0.0
20200924:0030,0.0,0.0,0.0,0.0,21.79,2.69,0.0
20200924:0130,0.0,0.0,0.0,0.0,20.44,2.62,0.0
20200924:0230,0.0,0.0,0.0,0.0,19.33,2.55,0.0
20200924:0330,0.0,0.0,0.0,0.0,18.37,2.48,0.0
20200924:0430,0.0,0.0,0.0,0.0,17.57,2.41,0.0
20200924:0530,0.0,0.0,0.0,0.0,16.91,2.34,0.0
20200924:0630,0.0,0.0,0.0,0.0,16.35,2.28,0.0
20200924:0730,0.0,0.0,0.0,0.0,15.9,2.55,0.0
20200924:0830,0.0,0.0,0.0,0.0,15.61,2.55,0.0
20200924:0930,0.0,0.0,0.0,0.0,15.32,2.55,0.0
20200924:1030,0.0,0.0,0.0,0.0,15.06,2.62,0.0
20200924:1130,0.0,7.64,0.29,0.53,14.86,2.62,0.0
20200924:1230,39.3,78.75,3.32,11.66,14.78,2.55,0.0
20200924:1330,103.27,94.6,5.13,22.39,16.05,2.34,0.0
20200924:1430,302.94,173.91,11.36,32.24,17.33,2.41,0.0
20200924:1530,570.16,192.64,17.23,40.49,19.41,2.48,0.0
20200924:1630,740.29,174.44,20.34,46.11,21.7,2.41,0.0
20200924:1730,829.76,143.92,21.48,47.95,23.06,2.62,0.0
20200924:1830,835.02,117.28,20.93,45.53,23.99,2.97,0.0
20200924:1930,715.14,111.93,18.21,39.47,24.37,3.52,0.0
20200924:2030,536.77,100.09,14.07,30.95,24.7,3.52,0.0
20200924:2130,321.96,79.22,8.93,20.94,24.71,3.24,0.0
20200924:2230,110.2,44.83,3.56,10.13,24.34,2.55,0.0
20200924:2330,0.0,0.0,0.0,-1.03,23.22,1.72,0.0
20200925:0030,0.0,0.0,0.0,0.0,21.39,1.31,0.0
20200925:0130,0.0,0.0,0.0,0.0,19.54,1.17,0.0
20200925:0230,0.0,0.0,0.0,0.0,17.68,1.86,0.0
20200925:0330,0.0,0.0,0.0,0.0,16.75,2.21,0.0
20200925:0430,0.0,0.0,0.0,0.0,16.11,2.14,0.0
20200925:0530,0.0,0.0,0.0,0.0,15.56,2.14,0.0
20200925:0630,0.0,0.0,0.0,0.0,15.06,2.0,0.0
20200925:0730,0.0,0.0,0.0,0.0,14.63,2.41,0.0
20200925:0830,0.0,0.0,0.0,0.0,14.2,2.14,0.0
20200925:0930,0.0,0.0,0.0,0.0,13.42,1.66,0.0
20200925:1030,0.0,0.0,0.0,0.0,12.86,1.38,0.0
20200925:1130,0.0,5.59,0.21,0.34,12.2,1.66,0.0
20200925:1230,136.7,51.63,4.21,11.46,12.22,1.86,0.0
20200925:1330,353.74,84.27,9.63,22.17,15.09,1.45,0.0
20200925:1430,566.56,103.65,14.67,31.98,18.42,1.45,0.0
20200925:1530,736.91,114.79,18.61,40.19,21.34,1.38,0.0
20200925:1630,839.9,122.13,21.02,45.75,23.43,1.38,0.0
20200925:1730,870.64,124.23,21.74,47.56,24.6,1.66,0.0
20200925:1830,820.11,121.76,20.59,45.13,25.26,2.0,0.0
20200925:1930,696.67,117.02,17.81,39.09,25.4,2.83,0.0
20200925:2030,508.64,102.81,13.43,30.59,25.46,3.1,0.0
20200925:2130,284.66,85.66,8.25,20.6,25.18,3.38,0.0
20200925:2230,107.34,44.16,3.4,9.8,24.38,2.97,0.0
20200925:2330,0.0,0.0,0.0,-1.35,22.88,2.48,0.0
20200926:0030,0.0,0.0,0.0,0.0,20.9,2.62,0.0
20200926:0130,0.0,0.0,0.0,0.0,19.88,2.69,0.0
20200926:0230,0.0,0.0,0.0,0.0,19.32,2.55,0.0
20200926:0330,0.0,0.0,0.0,0.0,18.91,2.55,0.0
20200926:0430,0.0,0.0,0.0,0.0,18.65,2.55,0.0
20200926:0530,0.0,0.0,0.0,0.0,18.34,2.69,0.0
20200926:0630,0.0,0.0,0.0,0.0,18.17,2.9,0.0
20200926:0730,0.0,0.0,0.0,0.0,17.65,3.38,0.0
20200926:0830,0.0,0.0,0.0,0.0,17.12,3.03,0.0
20200926:0930,0.0,0.0,0.0,0.0,16.61,2.76,0.0
20200926:1030,0.0,0.0,0.0,0.0,16.13,2.62,0.0
20200926:1130,0.0,5.2,0.2,0.14,15.73,2.55,0.0
20200926:1230,131.21,50.52,4.0,11.26,15.6,2.55,0.0
20200926:1330,338.5,85.16,9.24,21.95,17.4,2.9,0.0
20200926:1430,539.48,107.91,14.1,31.73,19.9,3.72,0.0
20200926:1530,707.94,118.38,17.97,39.89,22.12,4.48,0.0
20200926:1630,796.78,122.01,19.99,45.4,23.85,5.45,0.0
20200926:1730,832.49,126.02,20.86,47.17,25.19,6.07,0.0
20200926:1830,711.95,164.78,19.27,44.73,26.26,6.21,0.0
20200926:1930,670.2,120.77,17.23,38.71,26.93,6.41,0.0
20200926:2030,519.02,98.37,13.42,30.23,27.24,6.55,0.0
20200926:2130,307.28,77.12,8.38,20.26,27.16,6.69,0.0
20200926:2230,101.8,41.76,3.16,9.47,26.62,5.93,0.0
20200926:2330,0.0,0.0,0.0,-1.68,25.42,5.1,0.0
20200927:0030,0.0,0.0,0.0,0.0,24.06,5.03,0.0
20200927:0130,0.0,0.0,0.0,0.0,23.17,5.38,0.0
20200927:0230,0.0,0.0,0.0,0.0,22.51,5.66,0.0
20200927:0330,0.0,0.0,0.0,0.0,21.83,6.0,0.0
20200927:0430,0.0,0.0,0.0,0.0,21.11,6.28,0.0
20200927:0530,0.0,0.0,0.0,0.0,20.42,6.28,0.0
20200927:0630,0.0,0.0,0.0,0.0,19.82,6.21,0.0
20200927:0730,0.0,0.0,0.0,0.0,18.87,6.07,0.0
20200927:0830,0.0,0.0,0.0,0.0,18.49,6.07,0.0
20200927:0930,0.0,0.0,0.0,0.0,18.2,6.0,0.0
20200927:1030,0.0,0.0,0.0,0.0,17.98,5.66,0.0
20200927:1130,0.0,0.0,0.0,-0.05,17.7,5.45,0.0
20200927:1230,131.35,51.34,3.95,11.06,17.62,5.52,0.0
20200927:1330,342.09,85.68,9.22,21.72,18.68,5.24,0.0
20200927:1430,551.22,105.83,14.17,31.47,20.21,6.34,0.0
20200927:1530,717.75,117.94,18.04,39.58,21.9,6.34,0.0
20200927:1630,823.12,123.74,20.45,45.05,23.53,6.0,0.0
20200927:1730,856.78,124.71,21.2,46.78,24.97,5.86,0.0
20200927:1830,454.6,279.91,17.15,44.33,26.14,5.79,0.0
20200927:1930,622.18,149.6,16.83,38.33,27.03,6.21,0.0
20200927:2030,398.91,152.53,12.29,29.87,27.5,6.21,0.0
20200927:2130,187.83,102.81,6.71,19.92,27.36,5.86,0.0
20200927:2230,67.43,41.06,2.49,9.14,26.79,4.83,0.0
20200927:2330,0.0,0.0,0.0,-2.0,25.63,3.52,0.0
20200928:0030,0.0,0.0,0.0,0.0,24.5,2.41,0.0
20200928:0130,0.0,0.0,0.0,0.0,23.75,1.52,0.0
20200928:0230,0.0,0.0,0.0,0.0,23.06,1.24,0.0
20200928:0330,0.0,0.0,0.0,0.0,22.42,1.38,0.0
20200928:0430,0.0,0.0,0.0,0.0,21.96,1.79,0.0
20200928:0530,0.0,0.0,0.0,0.0,21.58,2.28,0.0
20200928:0630,0.0,0.0,0.0,0.0,21.51,2.9,0.0
20200928:0730,0.0,0.0,0.0,0.0,20.63,3.1,0.0
20200928:0830,0.0,0.0,0.0,0.0,20.18,2.55,0.0
20200928:0930,0.0,0.0,0.0,0.0,19.89,2.0,0.0
20200928:1030,0.0,0.0,0.0,0.0,19.53,2.14,0.0
20200928:1130,0.0,0.0,0.0,-0.25,19.14,2.21,0.0
20200928:1230,11.75,32.84,1.32,10.85,18.12,2.34,0.0
20200928:1330,60.0,67.24,3.38,21.5,17.18,2.76,0.0
20200928:1430,81.57,129.76,5.86,31.21,16.83,2.21,0.0
20200928:1530,175.49,234.46,10.84,39.28,17.47,0.83,0.0
20200928:1630,49.4,221.53,8.41,44.69,19.12,1.17,0.0
20200928:1730,0.0,76.7,2.63,46.39,19.26,2.62,0.0
20200928:1830,0.0,81.99,2.82,43.94,17.32,3.79,0.0
20200928:1930,0.0,42.04,1.44,37.95,15.79,4.69,0.0
20200928:2030,0.0,24.47,0.84,29.51,14.7,4.83,0.0
20200928:2130,0.0,15.26,0.52,19.58,14.18,4.48,0.0
20200928:2230,0.0,7.85,0.27,8.81,13.98,3.66,0.0
20200928:2330,0.0,0.0,0.0,-2.33,13.89,3.59,0.0
20200929:0030,0.0,0.0,0.0,0.0,13.84,3.31,0.0
20200929:0130,0.0,0.0,0.0,0.0,13.76,2.76,0.0
20200929:0230,0.0,0.0,0.0,0.0,13.37,2.83,0.0
20200929:0330,0.0,0.0,0.0,0.0,12.9,3.31,0.0
20200929:0430,0.0,0.0,0.0,0.0,12.68,3.52,0.0
20200929:0530,0.0,0.0,0.0,0.0,12.21,3.66,0.0
20200929:0630,0.0,0.0,0.0,0.0,11.8,3.52,0.0
20200929:0730,0.0,0.0,0.0,0.0,11.37,3.79,0.0
20200929:0830,0.0,0.0,0.0,0.0,11.04,3.66,0.0
20200929:0930,0.0,0.0,0.0,0.0,10.75,3.31,0.0
20200929:1030,0.0,0.0,0.0,0.0,10.48,3.1,0.0
20200929:1130,0.0,0.0,0.0,-0.44,10.21,2.97,0.0
20200929:1230,129.61,52.96,3.81,10.65,10.13,2.9,0.0
20200929:1330,340.89,89.63,9.09,21.27,11.18,3.03,0.0
20200929:1430,561.53,112.27,14.28,30.95,12.94,3.31,0.0
20200929:1530,652.18,136.23,16.91,38.97,14.72,3.66,0.0
20200929:1630,733.43,175.84,19.62,44.33,16.0,4.0,0.0
20200929:1730,610.74,214.33,18.23,45.99,17.08,4.28,0.0
20200929:1830,122.91,234.66,10.03,43.54,17.58,4.34,0.0
20200929:1930,117.6,211.6,9.13,37.57,17.25,4.0,0.0
20200929:2030,0.0,130.68,4.49,29.15,17.47,4.07,0.0
20200929:2130,0.0,85.27,2.93,19.24,17.12,3.59,0.0
20200929:2230,23.55,43.48,1.81,8.49,16.85,3.1,0.0
20200929:2330,0.0,0.0,0.0,-2.65,16.18,2.83,0.0
20200930:0030,0.0,0.0,0.0,0.0,15.13,2.55,0.0
20200930:0130,0.0,0.0,0.0,0.0,14.01,2.69,0.0
20200930:0230,0.0,0.0,0.0,0.0,13.18,2.9,0.0
20200930:0330,0.0,0.0,0.0,0.0,12.7,3.03,0.0
20200930:0430,0.0,0.0,0.0,0.0,12.34,3.17,0.0
20200930:0530,0.0,0.0,0.0,0.0,11.89,3.03,0.0
20200930:0630,0.0,0.0,0.0,0.0,11.27,2.9,0.0
20200930:0730,0.0,0.0,0.0,0.0,10.48,3.59,0.0
20200930:0830,0.0,0.0,0.0,0.0,10.26,4.14,0.0
20200930:0930,0.0,0.0,0.0,0.0,10.32,4.69,0.0
20200930:1030,0.0,0.0,0.0,0.0,10.57,4.97,0.0
20200930:1130,0.0,0.0,0.0,-0.64,10.76,5.24,0.0
20200930:1230,53.68,51.97,2.54,10.44,11.17,5.38,0.0
20200930:1330,123.67,100.34,5.43,21.05,12.34,5.17,0.0
20200930:1430,231.12,170.66,9.59,30.69,13.41,6.34,0.0
20200930:1530,410.99,173.52,13.13,38.66,14.78,7.31,0.0
20200930:1630,544.48,200.94,16.49,43.98,16.6,9.52,0.0
20200930:1730,597.01,202.21,17.57,45.6,17.99,10.14,0.0
